256,96,51624,1,8,0:0:0:0:
256,96,52116,1,0,0:0:0:0:
256,96,52608,1,8,0:0:0:0:
256,96,53591,1,0,0:0:0:0:
256,96,55067,5,4,0:0:0:0:
256,96,56050,1,8,0:0:0:0:
256,96,56542,1,8,0:0:0:0:
256,96,57526,1,0,0:0:0:0:
256,96,58509,1,8,0:0:0:0:
256,96,59001,1,0,0:0:0:0:
256,96,59493,1,0,0:0:0:0:
256,96,59985,1,8,0:0:0:0:
256,96,60968,1,0,0:0:0:0:
256,96,61706,1,8,0:0:0:0:
256,96,62935,5,0,0:0:0:0:
256,96,63919,1,8,0:0:0:0:
256,96,64411,1,8,0:0:0:0:
256,96,65394,1,0,0:0:0:0:
256,96,66870,5,0,0:0:0:0:
256,96,67362,1,8,0:0:0:0:
256,96,67853,1,0,0:0:0:0:
256,96,68345,1,8,0:0:0:0:
256,96,68837,1,0,0:0:0:0:
256,96,70804,5,4,0:0:0:0:
256,96,71788,1,8,0:0:0:0:
256,96,72771,1,0,0:0:0:0:
256,96,73263,1,0,0:0:0:0:
256,96,73755,1,8,0:0:0:0:
256,96,74739,1,0,0:0:0:0:
256,96,75722,1,8,0:0:0:0:
256,96,76706,1,0,0:0:0:0:
256,96,77198,1,8,0:0:0:0:
256,96,77689,1,0,0:0:0:0:
256,96,78673,1,8,0:0:0:0:
256,96,79657,1,0,0:0:0:0:
256,96,80640,1,8,0:0:0:0:
256,96,81132,1,8,0:0:0:0:
256,96,81624,1,0,0:0:0:0:
256,96,82608,1,8,0:0:0:0:
256,96,83591,1,0,0:0:0:0:
256,96,84575,1,8,0:0:0:0:
256,96,86542,5,12,0:0:0:0:
256,96,87526,1,8,0:0:0:0:
256,96,88509,1,0,0:0:0:0:
256,96,89001,1,8,0:0:0:0:
256,96,89493,1,8,0:0:0:0:
256,96,89985,1,0,0:0:0:0:
256,96,90968,1,0,0:0:0:0:
256,96,91460,1,8,0:0:0:0:
256,96,92444,1,0,0:0:0:0:
256,96,92936,1,8,0:0:0:0:
256,96,93427,1,0,0:0:0:0:
256,96,93919,1,0,0:0:0:0:
256,96,94903,1,0,0:0:0:0:
256,96,95395,1,8,0:0:0:0:
256,96,96378,1,8,0:0:0:0:
256,96,96870,1,8,0:0:0:0:
256,96,97362,1,0,0:0:0:0:
256,96,98345,1,0,0:0:0:0:
256,96,99329,1,8,0:0:0:0:
256,96,99821,1,0,0:0:0:0:
256,96,100313,1,8,0:0:0:0:
256,96,102280,5,4,0:0:0:0:
256,96,103263,1,8,0:0:0:0:
256,96,103755,1,8,0:0:0:0:
256,96,104739,1,0,0:0:0:0:
256,96,105722,1,8,0:0:0:0:
256,96,106214,1,0,0:0:0:0:
256,96,106706,1,0,0:0:0:0:
256,96,107198,1,8,0:0:0:0:
256,96,108181,1,0,0:0:0:0:
256,96,108919,1,8,0:0:0:0:
256,96,110148,5,0,0:0:0:0:
256,96,111132,1,8,0:0:0:0:
256,96,111624,1,8,0:0:0:0:
256,96,112608,1,0,0:0:0:0:
256,96,114083,5,0,0:0:0:0:
256,96,114575,1,8,0:0:0:0:
256,96,115067,1,0,0:0:0:0:
256,96,115558,1,8,0:0:0:0:
256,96,116542,1,0,0:0:0:0:
256,96,118017,5,4,0:0:0:0:
256,96,119001,1,8,0:0:0:0:
256,96,119493,1,8,0:0:0:0:
256,96,120476,1,0,0:0:0:0:
256,96,121460,1,8,0:0:0:0:
256,96,121952,1,0,0:0:0:0:
256,96,122444,1,0,0:0:0:0:
256,96,122935,1,8,0:0:0:0:
256,96,123919,1,0,0:0:0:0:
256,96,124657,1,8,0:0:0:0:
256,96,125886,5,0,0:0:0:0:
256,96,126870,1,8,0:0:0:0:
256,96,127362,1,8,0:0:0:0:
256,96,128345,1,0,0:0:0:0:
256,96,129821,5,0,0:0:0:0:
256,96,130312,1,8,0:0:0:0:
256,96,130804,1,0,0:0:0:0:
256,96,131296,1,8,0:0:0:0:
256,96,131788,1,0,0:0:0:0:
256,96,133755,5,0,0:0:0:0:
256,96,134739,1,8,0:0:0:0:
256,96,135722,1,8,0:0:0:0:
256,96,136472,1,0,0:0:0:0:
256,96,137738,1,0,0:0:0:0:
256,96,138763,1,8,0:0:0:0:
256,96,139532,1,0,0:0:0:0:
